Nepal,Achham,,Babala
Nepal,Achham,,Baijinath
Nepal,Achham,,Bannatoli
Nepal,Achham,,Baradadivi
Nepal,Achham,,Basti
Nepal,Achham,,Batulasen
Nepal,Achham,,Bayala
Nepal,Achham,,Bhagyaswori
Nepal,Achham,,Bhairabsthan
Nepal,Achham,,Bhatakatiya
Nepal,Achham,,Bhuli
Nepal,Achham,,Binayak
Nepal,Achham,,Bindhyawasini
Nepal,Achham,,Birpath
Nepal,Achham,,Budhakot
Nepal,Achham,,Chalsa
Nepal,Achham,,Chandika
Nepal,Achham,,Chaphamandau
Nepal,Achham,,Darna 
Nepal,Achham,,Devisthan
Nepal,Achham,,Dhakari
Nepal,Achham,,Dhaku
Nepal,Achham,,Dhamali
Nepal,Achham,,Dhodasain
Nepal,Achham,,Dhudharukot 
Nepal,Achham,,Dhungachalna
Nepal,Achham,,Duni
Nepal,Achham,,Gajara
Nepal,Achham,,Ghodasain
Nepal,Achham,,Ghughurkot
Nepal,Achham,,Hatikot
Nepal,Achham,,Hichma
Nepal,Achham,,Jalapadevi
Nepal,Achham,,Janalibandali
Nepal,Achham,,Janalikot
Nepal,Achham,,Jupu
Nepal,Achham,,Kalagau
Nepal,Achham,,Kalekanda
Nepal,Achham,,Kalika
Nepal,Achham,,Kalikasthan
Nepal,Achham,,Khaptad
Nepal,Achham,,Khodasadevi
Nepal,Achham,,Kuika
Nepal,Achham,,Kuntibandali
Nepal,Achham,,Kushkot
Nepal,Achham,,Layati
Nepal,Achham,,Lungra
Nepal,Achham,,Malatikot
Nepal,Achham,,Mangalsen
Nepal,Achham,,Marku
Nepal,Achham,,Mashtanamdali
Nepal,Achham,,Mastamandau
Nepal,Achham,,Mastabandali
Nepal,Achham,,Nada
Nepal,Achham,,Nandegada
Nepal,Achham,,Nawathana
Nepal,Achham,,Oligau
Nepal,Achham,,Patalkot
Nepal,Achham,,Payal
Nepal,Achham,,Pulletala
Nepal,Achham,,Rahaph
Nepal,Achham,,Ramarosan
Nepal,Achham,,Raniban
Nepal,Achham,,Ridikot
Nepal,Achham,,Risidaha
Nepal,Achham,,Santada
Nepal,Achham,,Sera
Nepal,Achham,,Shodasa
Nepal,Achham,,Siddheswor
Nepal,Achham,,Siudi
Nepal,Achham,,Soukat
Nepal,Achham,,Sutar
Nepal,Achham,,Thanti
Nepal,Achham,,Timilsain
Nepal,Achham,,Toli
Nepal,Achham,,Tosi 
Nepal,Achham,,Turmakhad
Nepal,Achham,,Walant
Nepal,Achham,,Warla
Nepal,Achham,,Sanfebagar Municipality 
Nepal,Achham,,Mangalsen Municipality 
Nepal,Bajura,,Atichaur
Nepal,Bajura,,Baddhu
Nepal,Bajura,,Bai
Nepal,Bajura,,Barhabis
Nepal,Bajura,,Bichhaiya
Nepal,Bajura,,Bramhatola
Nepal,Bajura,,Budhiganga
Nepal,Bajura,,Chhatara
Nepal,Bajura,,Dahakot
Nepal,Bajura,,Dogadi
Nepal,Bajura,,Gotree
Nepal,Bajura,,Gudukhati
Nepal,Bajura,,Jagannath
Nepal,Bajura,,Jayabageswori
Nepal,Bajura,,Jugada
Nepal,Bajura,,Jukot
Nepal,Bajura,,Kada
Nepal,Bajura,,Kailashmandau
Nepal,Bajura,,Kanda
Nepal,Bajura,,Kolti
Nepal,Bajura,,Kotila
Nepal,Bajura,,Kuldeumadau
Nepal,Bajura,,Manakot
Nepal,Bajura,,Martadi
Nepal,Bajura,,Pandusain
Nepal,Bajura,,Rugin
Nepal,Bajura,,Sappata
Nepal,Bajura,,Tolidewal
Nepal,Doti,,Banja Kakani
Nepal,Doti,,Banlek
Nepal,Doti,,Barchhen
Nepal,Doti,,Basudevi
Nepal,Doti,,Bhumirajmadau
Nepal,Doti,,Chawara Chautara
Nepal,Doti,,Chhapali
Nepal,Doti,,Chhatiwan
Nepal,Doti,,Dahakalikasthan
Nepal,Doti,,Daud
Nepal,Doti,,Dhanglagau
Nepal,Doti,,Dhirkamandau
Nepal,Doti,,Dipayal Silgadhi Municipality
Nepal,Doti,,Durgamadau
Nepal,Doti,,Gadasera
Nepal,Doti,,Gaguda
Nepal,Doti,,Gaihragau
Nepal,Doti,,Ganjari
Nepal,Doti,,Ghanteswor
Nepal,Doti,,Girichauka
Nepal,Doti,,Jijodamandau
Nepal,Doti,,Kadamadaun
Nepal,Doti,,Kalena
Nepal,Doti,,Kalikasthan
Nepal,Doti,,Kanachaur
Nepal,Doti,,Kapalleki
Nepal,Doti,,Kedar Akhada
Nepal,Doti,,Khatiwada
Nepal,Doti,,Khirsain
Nepal,Doti,,Ladagada
Nepal,Doti,,Lamikhal
Nepal,Doti,,Lana Kedareswor
Nepal,Doti,,Latamandau
Nepal,Doti,,Laxmi Nagar
Nepal,Doti,,Mahadevsthan
Nepal,Doti,,Mannakapadi
Nepal,Doti,,Mudabhara
Nepal,Doti,,Mudhegau
Nepal,Doti,,Nirauli
Nepal,Doti,,Pachanali
Nepal,Doti,,Pokhari
Nepal,Doti,,Ranagau
Nepal,Doti,,Sanagau
Nepal,Doti,,Saraswotinagar
Nepal,Doti,,Satphari
Nepal,Doti,,Simchaur
Nepal,Doti,,Tijali
Nepal,Doti,,Tikhatar
Nepal,Doti,,Toleni
Nepal,Doti,,Wagalek
Nepal,Doti,,Warpata
Nepal,Bajhang,,Banjh
Nepal,Bajhang,,Bhairabanath
Nepal,Bajhang,,Bhamchaur
Nepal,Bajhang,,Bhatekhola 
Nepal,Bajhang,,Byasi     
Nepal,Bajhang,,Chainpur     
Nepal,Bajhang,,Chaudhari     
Nepal,Bajhang,,Dahabagar     
Nepal,Bajhang,,Dangaji     
Nepal,Bajhang,,Datola     
Nepal,Bajhang,,Daulichaur     
Nepal,Bajhang,,Deulekh     
Nepal,Bajhang,,Deulikot     
Nepal,Bajhang,,Dhamena     
Nepal,Bajhang,,Gadaraya     
Nepal,Bajhang,,Hemantabada     
Nepal,Bajhang,,Kadel     
Nepal,Bajhang,,Kailash     
Nepal,Bajhang,,Kalukheti     
Nepal,Bajhang,,Kanda     
